,Title,Instructor,Description,Rating,User_vote,Total_hours,Lecture,Level
4214,Introduction SQL Databases SQL Beginners,David Medlock,Mastering the language of databases   learning Structured Query Language using Microsoft SQL Server ,4.5,94,8.0,64,Beginner
4215,Build Real World Vehicle Selling App Xamarin Forms,Asfend Yar Hamid,Learn Xamarin Forms Real World Application From Beginning to End,4.7,95,5.0,96,All Levels
4216,Android development tutorial Beginners,Deepika Khanna,Android Course Become an Android Developer and Make your own Apps,3.7,94,3.0,62,All Levels
4217,Object Oriented ProgrammingOOP Master developer,Dave Partner,The complete guide to understanding OOP and becoming a top notch developer with exercises and free source code ,3.7,94,2.5,28,All Levels
4218,Oracle SQL beginners,A Data Guru platform,Learn how to query and manage data in the Oracle Database Using SQL  Practical  concept building examples and quizzes ,4.1,94,8.5,40,Beginner
4219,PyCharm Power Developer,Packt Publishing,Optimize Pycharm s strength to develop application easily ,3.4,93,2.0,25,Intermediate
4220,Learn Azure Cosmos DB basics weekend 3 hour,Eshant Garg,Basics of Azure Cosmos DB,4.5,93,4.5,36,Beginner
4221,Build 4 Augmented Reality AR apps ARCORE Unity,Dinesh Tavasalkar,Using ARCORE and Unity  add Face Filters  place AC model on a wall  view a life size tiger and develop an AR Treasure game,3.5,93,4.5,44,Beginner
4222,Learn Laravel 7 Vue 3 Tailwind CSS Livewire,Saurabh Mahajan,Build Projects and learn Basic to Advanced Topics with Upgrade Guide to Laravel 8  REST API and TALL Stack using Jestream,4.2,93,14.5,124,All Levels
4223,JavaScript HTML Game Scratch Blackjack,Laurence Svekis,Learn how to create a web application from scratch   Apply JavaScript to HTML and CSS to build a Blackjack application,4.6,93,4.0,47,Beginner
4224,AWS Identity Access Management IAM Practical Applications,Brian Choi,Learn IAM User  Group  Policy  Roles and AWS Organization to solve real world problems   Lots of hands on demo ,4.6,94,3.5,21,Intermediate
4225,Complete iOS 11 Development Course Swift 4 Xcode 9,Avinash Jain  TheCodex,Learn A Z everything about iOS Development and Swift 4 by making 7 complete applications from scratch ,4.7,93,8.0,89,All Levels
4226,Python Web Programming,Stone River eLearning,Access and parse the web with Python,4.0,93,6.0,59,Beginner
4227,Kibana Visualization Beginner Pro ELK ElasticSearch,The Startup Central Co   Shubham Shah,Learn visualization creation and analysis with Kibana and the power of ELK stack  ElasticSearch  Logstash     Get promotion ,3.6,93,2.5,36,All Levels
4228,Python 3 Programming Step Step Guide Beginners,Sekhar Srinivasan,Best Course To Learn Python 3 Programming for Beginners,4.5,93,8.5,89,Beginner
4229,JIRA Administration Getting Started JIRA,Packt Publishing,Explore the great features of the all new JIRA 7 to manage projects and effectively handle bugs and software issues,4.3,93,2.5,26,Intermediate
4230,Toad Oracle beginners database managment tool,Bluelime Learning Solutions,Learn how to use TOAD for Oracle  The big firms use this tool to manage their Oracle databases for  better productivity,3.5,93,1.5,25,Beginner
4231,Learn Example Angular JS,Loony Corn,A complete first principles guide to Angular JS,4.6,93,7.0,60,All Levels
4232,Fundamentals Kubernetes,Geek Learn,Get up and running with Kubernetes,4.0,93,2.5,28,All Levels
4233,JavaScript Tutorial,IT Solutions,Programming is all about practice   let s minimize explanation of theory and do more coding,1.6,93,4.5,37,All Levels
4234,Complete PHP Course OOP Start Finish,Usman Raoof  Hassan Munir  Fahad Chaudhry,Only Course you need to learn Object Oriented Programming  OOP  in PHP and go from Beginner to Advanced level ,4.0,93,2.0,29,All Levels
4235,Introduction MongoDB Data Analytics,Brian Dowe  SuperDataScience Team,Learn the basics of MongoDB with step by step exercises from a professional Web Developer ,4.3,92,6.0,77,Beginner
4236,Complete Laravel basics beginner expert,Faisal Imtiaz,Learn all the necessary functionality of Laravel and start working as a professional,3.7,92,1.5,12,All Levels
4237,SQL Beginners Learn Query SQL Server Databases,Bluelime Learning Solutions,Learn how to use Microsoft s version of SQL to Query Microsoft SQL Server Databases,4.4,92,6.0,57,Beginner
4238,Odoo 11 Development Essentials,Packt Publishing,Become the Odoo developer that you always wanted to be,3.5,92,2.0,31,Intermediate
4239,Linear Algebra Data Science Machine learning Python,El Farouk Yasser  Vijay Gadhave,Learn Concepts of Linear Algebra and Implement using Python 3  Hands on Numpy  Pandas for Data Science and Linear Algebra,3.8,92,10.5,61,All Levels
4240,Build Mobile App Skills App,Jason Low,Reskin Java Android Marshmallow apps fast and discover the skills that other developers missed out ,3.7,92,1.0,23,All Levels
4241,Quality Assurance Mastery Automation Testing Selenium,Victor Gorinov,Learn QA Automation Testing with CHash and Selenium WebDriver  Become Developer in Test and Kick start your Career in IT ,3.8,92,5.0,44,Beginner
4242,AWS Amazon Web Services Tutorials Beginners,Ashish   30 000  Students Worldwide,Want to get started with Basics of AWS  Learn the most demanding skill of 2019 in Easy way ,3.5,92,4.0,24,Beginner
4243,Web Services Testing SoapUI,QAEversity  ,Become an expert in web services testing using the popular tool SoapUI,2.9,92,5.0,32,All Levels
4244,Agile Scrum Retrospective Meetings 5 Easy Steps,Martin Wickman,Kickstart your productivity with awesome Scrum retrospective meetings and boost your agile team s performance,4.3,92,2.0,31,All Levels
4245,Complete Automation Package Selenium Jmeter SoapUI,Testing World,Get expertise in functional  Services and Performance automation,3.6,92,16.5,136,All Levels
4246,Complete java Course beginner advanced,Md Emrul Hasan  Top Learning,Complete java Course Learn From Scratch,2.2,92,36.0,5,All Levels
4247,Creating Kid Games Construct 2,Greg Pugh,A beginner s course to Construct 2 where you ll create interactive kid s games for web browsers and mobile devices ,3.7,92,2.5,16,Beginner
4248,2021 Fullstack Laravel QRCodes APIs Android iOS,Dave Partner,The ultimate course full stack development course bundle   MVC  Laravel  QRcodes  Payment integration APIs microservices,4.5,92,16.0,153,All Levels
4249,Learn Node JS 6 hours 2021,Anas Saber,Learn the Basics of Node js  asynchronous JavaScript  Express  API Development  MongoDB Driver  Sending Emails and more ,4.4,95,6.0,94,All Levels
4250,Guide Careers Data Science Interview Hacks 2021,Nizamuddin Siddiqui,An Amazing Interview Preparation guide that includes questions and answers for people with NO experience in Data Science,3.9,92,2.0,104,Beginner
4251,Big Data Analytics Sqoop Hive,Big Data Trunk,Access  Manipulate  Transform  and Analyze Massive data sets with Hands on,4.1,92,3.5,47,All Levels
4252,Learn D3 JS Hands Simple Way,UI5 Community Network,Learn how to work with D3 Javascript libraries in step by step and most simple manner with lots of hands on examples,4.2,92,4.0,36,All Levels
4253,Kickstart SCALA UItimate Scala Beginner Bootcamp 4 U,V2 Maestros  LLC,Project based  Basics  Collections  Object Oriented  Functional  Concurrent  Database  Slick  XML  JSON  Web  REST,4.4,92,4.5,56,Beginner
4254,Firebase Firestore Android,Devslopes by Mark Wahlbeck,Learn all about the brand new Firestore   a NoSQL document based technology,4.6,92,5.5,27,Beginner
4255,Complete SQL CHash Design Amazing Database App CHash SQL,Musavi Abdullah,10 in 1 Data Entry App ADO Net  Search SQL in CHash  multi user App Image in SQL Server  Backup and Restore Aggregate Publish,4.2,92,64.0,697,All Levels
4256,SQLite beginners,Bluelime Learning Solutions,Practical Hands  on Introduction to SQLite,4.2,92,4.0,48,Beginner
4257,Object Oriented Programming Python 3,Sekhar Srinivasan,Master Object Oriented Programming and SOLID Design Principles with Python along with Complete Case Study on EMS,4.4,92,5.5,52,All Levels
4258,Bootstrap Real time Project 3 hr Scratch,Web University by Harsha Vardhan,Bootstrap 4  Sample Live Project  UI Development  Web Development  UX Design  Prototype   based Development,4.5,92,3.0,36,Intermediate
4259,Xamarin Firebase Authentication Firestore Xamarin,Eduardo Rosas,Create Android and iOS Apps that use Firebase Authentication and Cloud Firestore Services  and use Mobile DevOps  CI CD ,4.4,92,7.0,41,Beginner
4260,Work RDS DynamoDB AWS Python Boto3 Series,Niyazi Erdogan,Learn how to implement RDS and DynamoDB on AWS using Python API   Boto3  Implement your infrastructure with code ,3.7,92,3.5,47,All Levels
4261,Data Science 4 Newbs Skills Plus Basic Web Experiment Analysis,Larry Wai,Practice basic web experiment analysis hands on and gain the crucial data science skills of Unix  SQL  and Tableau fast ,4.2,92,1.5,18,Beginner
4262,Hands Python 3 Course Learn Scratch,Marufa Yasmin,Learn and understand python from scratch and be able to write your own code ,2.5,92,35.0,7,All Levels
4263,Getting Started NodeJS Beginners,EDUmobile Academy,Learn Basic of Powerful JavaScript Engine NodeJS with Core Libraries,4.1,92,1.0,12,All Levels
4264,Test Managment Tool HP ALM QC Quality Center testers,kiran kumar kuchana,Best course on Hp Alm   QC Qulaity center    best for manual tesetes   A mandatory tool for manual tesers Hp alm   QC,3.4,92,3.0,31,All Levels
4265,Node js React Build complete web chat application,Dino Numi ,Learn how to build a chat application using Node js and React with Web Sockets  PostgreSQL  Redux and much more ,4.6,92,9.5,103,All Levels
4266,programming language Plus API development,Taurius Litvinavicius,Learn go basics  files  api and more,4.1,92,2.0,15,Beginner
4267,Complete Flutter UI Course Build Amazing Mobile Apps,Hussain Mustafa,A complete guide to building beautiful and immersive mobile applications using Flutter for iOS and Android,4.0,92,4.5,31,Beginner
4268,SAP MDG Data Modeling Beginners Hands,Vishal Saxena,Best course to learn Data Modeling in SAP Master Data Governance for Custom   Standard Data Models with examples,3.7,94,4.0,5,All Levels
4269,Ultimate JavaScript Objects,Daniel Stern,The Ultimate Guide to JavaScript Objects  where students will learn to create  copy  and master JavaScript Objects,3.9,92,2.5,65,All Levels
4270,Game Devs Unleash Artificial Intelligence Flocking Agents,Razvan Pistolea,Artificial Intelligence for Game Devs in Unity to understand and implement the beautiful bird s natural Flocking Behavior,4.3,91,2.5,27,Intermediate
4271,React Native Learn React Native Hands Practices,Oak Academy,Learn React Native from scratch  Use React Native to build iOS and Android Apps and dive deeper into React Native,4.1,92,6.0,49,All Levels
4272,x86 Assembly Language Programming Masters Course,Daniel McCarthy,Learn Assembly From A Decade Of Experience,4.3,92,3.5,26,All Levels
4273,JavaScript Basics easy beginners,Laurence Svekis,Quick start to learning JavaScript for beginners  explore how to write JavaScript with script examples and exercises,4.1,91,3.0,32,Beginner
4274,Build Tinder Clone Android scratch,Catalin Stefan,Create your own dating app,4.2,91,7.0,39,All Levels
4275,Apps coding,Linus E,Learn how to create Android apps without coding and publish them on the Google Play Store ,3.9,91,2.5,26,Beginner
4276,WordPress Landing Page Design Basic Advanced,KC Tan,Learn How To Create An Effective Landing Page For High Conversion Using WordPress ,3.9,91,1.5,31,All Levels
4277,Java Functional Programming,Lharrach Abdellah,Learn one of the most trending paradigms in programming and go functional with lambda expressions,3.6,91,2.5,37,Intermediate
4278,Learning Modern HTML CSS EASY FAST,Tim Kurbanov,The best way to learn modern and responsive web design  HTML5 and CSS3 step by step from scratch  Ready WEB portfolio ,3.3,91,5.5,32,Beginner
4279,Blockchain Programming Hyperledger Composer Fabric,We2Blocks   Blockchain,Learn blockchain programming using Hyperledger Fabric and Composer  Develop a Supply Chain application with Hyperledger ,4.3,91,6.0,74,All Levels
4280,Scala Tutorial Absolute Beginners,Yogesh Patel,Become A Professional Scala Developer From Scratch,3.5,91,5.5,34,Beginner
4281,Complete HTML CSS Guide Design Code Responsive Website,Reinis B rzi  ,Learn how to design and then develop fully functional  real world website with various features and effects ,4.5,91,4.0,39,All Levels
4282,Javascript Debugging Crash Course,Stone River eLearning,Debug JavaScript quickly and effectively ,4.2,91,2.5,21,Beginner
4283,C Programming Beginners Built Game C Language,Learn Programming,Learn C Programming tutorials for beginners from zero to hero to become experts and develop  Game using C Programming,3.9,91,4.5,78,Beginner
4284,C Programming Beginners Built Game C Language,Learn Programming,Learn C Programming tutorials for beginners from zero to hero to become experts and develop  Game using C Programming,3.9,91,4.5,78,Beginner
4285,Learn Software Testing Scratch,Eduonix Learning Solutions  Eduonix Tech  ,A Complete Guide to Master Software Testing Techniques ,3.6,91,4.0,20,Beginner
4286,Setting Real World Project JIRA,Dan LeFebvre,A practical guide to working with JIRA,4.5,92,1.5,13,Intermediate
4287,Agile Project Management Jira Software Beginners,Patrick Fagan,Learn Jira Software and Agile Project Management   Updated to the latest Version of Jira 12 22 Bonus Basecamp Example,4.4,91,2.0,34,Beginner
4288,Node js Design Patterns,Packt Publishing,Write efficient and resilient Node js applications using industry standard software design patterns,4.1,91,2.5,22,Intermediate
4289,Learn Express,Daniel Stern,Master Express   the fast and lightweight Node framework for building backend servers,4.0,91,1.5,14,Intermediate
4290,Mastering Odoo v11 0 Development,Mohamed Magdy,Learn how to develop modules for Odoo v11 0 CE  then push it to remote servers and deploy it using Apache2 and Nginx ,2.6,91,2.0,13,All Levels
4291,Build OLX Clone Python Django,Mahmoud Ahmed,Learn to build websites like OLX with Python3 and Django,4.5,91,4.5,28,Intermediate
4292,TestLink Test Management Tool,Surya Tripathi,An Open Source Test Management Tool,3.7,90,2.0,16,All Levels
4293,Hash1 Complete Blockchain Cryptocurrency Wallet Development,Toufiq Elahy,Build a Blockchain and Cryptocurrency like Bitcoin Using CHash   Asp Net Core   Web Api and Mobile Wallet app using Xamarin,4.3,91,11.5,69,All Levels
4294,Machine Learning beginners project,Aakash Singh,Learn and understood Machine Learning s  basics with practical examples Quizes  and  Test series,4.6,90,2.0,22,Beginner
